,year,quarter,title,studio,castcrew,link_en
36,2015,Q4,Krampus,Universal Pictures / Legendary Pictures,"Michael Dougherty (director/screenplay); Todd Casey, Zach Shields (screenplay); Adam Scott, Toni Collette, David Koechner, Emjay Anthony, Allison Tolman, Conchata Ferrell",/wiki/Krampus_(film)
37,2015,Q4,The Lady in the Van,Sony Pictures Classics,"Nicholas Hytner (director); Alan Bennett (screenplay); Maggie Smith, Alex Jennings, Jim Broadbent, Frances de la Tour, Roger Allam",/wiki/The_Lady_in_the_Van
38,2015,Q4,The Letters,Freestyle Releasing,"William Riead (director); Juliet Stevenson, Max von Sydow, Rutger Hauer, Priya Darshini",/wiki/The_Letters_(2014_film)
39,2015,Q4,Life,Cinedigm,"Anton Corbijn (director); Luke Davies (screenplay); Robert Pattinson, Dane DeHaan, Joel Edgerton, Alessandra Mastronardi, Stella Schnabel, Ben Kingsley",/wiki/Life_(2015_film)
40,2015,Q4,Macbeth,The Weinstein Company,"Justin Kurzel (director); Jacob Koskoff, Michael Lesslie, Todd Louiso (screenplay); Michael Fassbender, Marion Cotillard, Paddy Considine, Sean Harris, Jack Reynor, Elizabeth Debicki, David Thewlis",/wiki/Macbeth_(2015_film)
41,2015,Q4,A Royal Night Out,Lionsgate,"Julian Jarrold (director); Sarah Gadon, Bel Powley, Jack Reynor, Rupert Everett, Emily Watson, Roger Allam",/wiki/A_Royal_Night_Out
42,2015,Q4,Youth,Fox Searchlight Pictures,"Paolo Sorrentino (director); Michael Caine, Harvey Keitel, Rachel Weisz, Paul Dano, Jane Fonda",/wiki/Youth_(2015_film)
43,2015,Q4,The Big Short,Paramount Pictures / Regency Enterprises / Plan B Entertainment,"Adam McKay (director/screenplay); Charles Randolph (screenplay); Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",/wiki/The_Big_Short_(film)
44,2015,Q4,In the Heart of the Sea,Warner Bros. Pictures / Village Roadshow Pictures / Roth Films / Imagine Entertainment,"Ron Howard (director); Charles Leavitt (screenplay); Chris Hemsworth, Benjamin Walker, Cillian Murphy, Tom Holland, Ben Whishaw, Brendan Gleeson, Charlotte Riley",/wiki/In_the_Heart_of_the_Sea_(film)
45,2015,Q4,Star Wars: The Force Awakens,Lucasfilm / Bad Robot Productions,"J. J. Abrams (director/screenplay); Lawrence Kasdan, Michael Arndt (screenplay); Harrison Ford, Daisy Ridley, Adam Driver, John Boyega, Oscar Isaac, Carrie Fisher, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson, Anthony Daniels, Max von Sydow, Peter Mayhew, Mark Hamill",/wiki/Star_Wars:_The_Force_Awakens
46,2015,Q4,Alvin and the Chipmunks: The Road Chip,Fox 2000 Pictures / Regency Enterprises,"Walt Becker (director); Randi Mayem Singer, Adam Sztykiel (screenplays); Jason Lee, Tony Hale, Kimberly Williams-Paisley, Josh Green, Bella Thorne, Justin Long, Matthew Gray Gubler, Jesse McCartney, Kaley Cuoco, Anna Faris, Christina Applegate",/wiki/Alvin_and_the_Chipmunks:_The_Road_Chip
47,2015,Q4,Sisters,Universal Pictures,"Jason Moore (director); Paula Pell (screenplay); Amy Poehler, Tina Fey, John Cena, Maya Rudolph",/wiki/Sisters_(2015_film)
48,2015,Q4,Concussion,Columbia Pictures / Village Roadshow Pictures / Scott Free Productions,"Peter Landesman (director/screenplay); Will Smith, Alec Baldwin, Gugu Mbatha-Raw, Arliss Howard, Albert Brooks, Paul Reiser, Luke Wilson, Adewale Akinnuoye-Agbaje, David Morse, Eddie Marsan",/wiki/Concussion_(2015_film)
49,2015,Q4,Daddy's Home,Paramount Pictures / Red Granite Pictures / Gary Sanchez Productions,"Sean Anders, John Morris (directors); Brian Burns, Etan Cohen, Chris Henchy, Adam McKay (screenplay); Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church, Hannibal Buress",/wiki/Daddy%27s_Home_(film)
50,2015,Q4,The Hateful Eight,The Weinstein Company,"Quentin Tarantino (director/screenplay); Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Tim Roth, Demián Bichir, Michael Madsen, Bruce Dern",/wiki/The_Hateful_Eight
51,2015,Q4,Joy,Fox 2000 Pictures / Annapurna Pictures / Davis Entertainment,"David O. Russell (director/screenplay); Annie Mumolo (screenplay); Jennifer Lawrence, Robert De Niro, Édgar Ramírez, Bradley Cooper",/wiki/Joy_(film)
52,2015,Q4,Point Break,Warner Bros. Pictures / Alcon Entertainment / DMG Entertainment,"Ericson Core (director); Kurt Wimmer (screenplay); Edgar Ramirez, Luke Bracey, Ray Winstone, Teresa Palmer",/wiki/Point_Break_(2015_film)
53,2015,Q4,The Revenant,20th Century Fox / Regency Enterprises / RatPac Entertainment,"Alejandro G. Iñárritu (director/screenplay); Mark L. Smith (screenplay); Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Forrest Goodluck, Will Poulter",/wiki/The_Revenant_(2015_film)
0,2016,Q1,Time Rush,Stunt Power Films,"Daniel Zirilli (director); Dean Alexandrou (screenplay); Dean Alexandrou, Hari Das Ahatefu, Michael Aston",/wiki/Michael_Aston
1,2016,Q1,Mercury Plains,Number 5 Films / Republic of EPIC,"Charles Burmeister (director); Charles Burmeister (screenplay); Scott Eastwood, Angela Sarafyan, Nick Chinlund, Justin Arnold",/wiki/Mercury_Plains
2,2016,Q1,Little Dead Rotting Hood,The Asylum,"Jared Cohn (director); Gabriel Campisi (screenplay); Eric Balfour, Bianca A. Santos, Romeo Miller, Patrick Muldoon, Heather Tom, Brendan Wayne, Marina Sirtis, Amy Argyle",/wiki/The_Asylum
3,2016,Q1,Robo-Dog,In the Dark Entertainment,"Jason Murphy (director); Anthony Steven Giordano (screenplay); Michael Campion, Patrick Muldoon, Olivia d'Abo, Wallace Shawn",/wiki/Patrick_Muldoon
4,2016,Q1,Diablo,Momentum Pictures,"Lawrence Roeck (director); Carlos De Los Rios, Lawrence Roeck (screenplay); Scott Eastwood, Walton Goggins, Camilla Belle, Danny Glover",/wiki/Diablo_(2015_film)
5,2016,Q1,The Forest,Focus Features / Gramercy Pictures,"Jason Zada (director); Nick Antosca, Sarah Cornwell, Ben Ketai (screenplay); Natalie Dormer, Taylor Kinney",/wiki/The_Forest_(2016_film)
6,2016,Q1,The Masked Saint,Freestyle Releasing,"Warren P. Sonoda (director); Scott Crowell (screenplay); Brett Granstaff, Lara Jean Chorostecki, Diahann Carroll, Patrick McKenna, Roddy Piper",/wiki/The_Masked_Saint
7,2016,Q1,13 Hours: The Secret Soldiers of Benghazi,Paramount Pictures,"Michael Bay (director); Chuck Hogan (screenplay); James Badge Dale, John Krasinski, Toby Stephens, Pablo Schreiber, Max Martini, David Denman, David Giuntoli, David Costabile, Freddie Stroma",/wiki/13_Hours:_The_Secret_Soldiers_of_Benghazi
8,2016,Q1,Norm of the North,Lionsgate / Splash Entertainment,"Trevor Wall (director); Jack Donaldson, Derek Elliott (screenplay); Rob Schneider, Heather Graham, Colm Meaney, Bill Nighy, Janet Varney, Ken Jeong, Loretta Devine, Zachary Gordon",/wiki/Norm_of_the_North
9,2016,Q1,Ride Along 2,Universal Pictures,"Tim Story (director); Phil Hay, Matt Manfredi (screenplay); Ice Cube, Kevin Hart, Benjamin Bratt, Olivia Munn, Ken Jeong, Nadine Velazquez, Tika Sumpter, Tyrese Gibson, T.I., Glen Powell, Rebecca Olejniczak",/wiki/Ride_Along_2
10,2016,Q1,Boonie Bears III,Le Vision Pictures,"Ding Liang, Lin Yongchang (director); Zhang Wei, Zhang Bingjun, Tan Xiao",/wiki/Boonie_Bears_III
11,2016,Q1,Kung Fu Panda 3,20th Century Fox / DreamWorks Animation,"Jennifer Yuh Nelson, Alessandro Carloni (director); Jonathan Aibel, Glenn Berger (screenplay); Jack Black, Bryan Cranston, Angelina Jolie, Dustin Hoffman, J. K. Simmons, Seth Rogen, Lucy Liu, David Cross, James Hong, Kate Hudson, Randall Duk Kim, Jackie Chan",/wiki/Kung_Fu_Panda_3
12,2016,Q1,The 5th Wave,Columbia Pictures,"J Blakeson (director); Susannah Grant, Akiva Goldsman, Jeff Pinkner (screenplay); Chloë Grace Moretz, Nick Robinson, Alex Roe, Ron Livingston, Maggie Siff, Maria Bello, Maika Monroe, Liev Schreiber",/wiki/The_5th_Wave_(film)
13,2016,Q1,The Boy,STX Entertainment / Lakeshore Entertainment / Huayi Brothers Pictures,"William Brent Bell (director); Stacey Menear (screenplay); Lauren Cohan, Rupert Evans, Jim Norton, Diana Hardcastle",/wiki/The_Boy_(2016_film)
14,2016,Q1,Dirty Grandpa,Lionsgate,"Dan Mazer (director); John Phillips (screenplay); Zac Efron, Robert De Niro, Julianne Hough, Aubrey Plaza, Zoey Deutch, Dermot Mulroney, Adam Pally, Jason Mantzoukas",/wiki/Dirty_Grandpa
15,2016,Q1,Monster Hunt,FilmRise,"Raman Hui (director); Bai Baihe, Jing Boran, Jiang Wu, Elaine Jin",/wiki/Monster_Hunt
16,2016,Q1,JeruZalem,Epic Pictures Group,"Doron Paz & Yoav Paz (director/screenplay); Yael Grobglas, Yon Tumarkin, Danielle Jadelyn, Tom Graziani",/wiki/JeruZalem
17,2016,Q1,Tallulah,Netflix / Route One Entertainment / Ocean Blue Entertainment,"Sian Heder (Director/Screenplay); Ellen Page, Allison Janney, Tammy Blanchard",/wiki/Tallulah_(film)
18,2016,Q1,Mr. Pig,Canana Films,"Diego Luna (director/ screenplay), Augusto Mendoza (screenplay); Danny Glover, Maya Rudolph, Jose Maria Yazpik, Joel Murray",/wiki/Mr._Pig
19,2016,Q1,Lazer Team,"Rooster Teeth Productions, LLC.","Matt Hullum (director/screenplay), Burnie Burns, Chris Demarais, Josh Flanagan (screenplay); Burnie Burns, Gavin Free, Michael Jones, Colton Dunn, Allie DeBerry, Alan Ritchson",/wiki/Lazer_Team
20,2016,Q1,The Witch,A24,"Robert Eggers (director/screenplay); Anya Taylor-Joy, Ralph Ineson, Kate Dickie",/wiki/The_Witch_(2015_film)
21,2016,Q1,Fifty Shades of Black,Open Road Films,"Michael Tiddes (director); Marlon Wayans, Rick Alvarez (screenplay); Marlon Wayans, Jane Seymour, Mike Epps, Kali Hawk",/wiki/Fifty_Shades_of_Black
22,2016,Q1,The Finest Hours,Walt Disney Pictures,"Craig Gillespie (director); Scott Silver, Eric Johnson, Paul Tamasy (screenplay); Chris Pine, Casey Affleck, Ben Foster, Holliday Grainger, John Ortiz, Eric Bana",/wiki/The_Finest_Hours_(2016_film)
23,2016,Q1,Jane Got a Gun,The Weinstein Company,"Gavin O'Connor (director); Brian Duffield, Anthony Tambakis, Joel Edgerton (screenplay); Natalie Portman, Joel Edgerton, Noah Emmerich, Rodrigo Santoro, Boyd Holbrook, Ewan McGregor",/wiki/Jane_Got_a_Gun
24,2016,Q1,The Choice,Lionsgate,"Ross Katz (director); Bryan Sipe (screenplay); Benjamin Walker, Teresa Palmer, Maggie Grace, Tom Welling, Tom Wilkinson, Alexandra Daddario",/wiki/The_Choice_(2016_film)
25,2016,Q1,Dad's Army,Universal Pictures / Screen Yorkshire / DJ Films,"Oliver Parker (director); Toby Jones, Bill Nighy, Tom Courtenay, Bill Paterson, Daniel Mays, Michael Gambon, Blake Harrison, Catherine Zeta-Jones, Emily Atack, Mark Gatiss, Ian Lavender, Frank Williams, Alison Steadman, Sarah Lancashire",/wiki/Dad%27s_Army_(2016_film)
26,2016,Q1,"Hail, Caesar!",Universal Pictures / Working Title Films / Mike Zoss Productions,"Joel and Ethan Coen (director/screenplay); Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes, Jonah Hill, Scarlett Johansson, Frances McDormand, Tilda Swinton, Channing Tatum","/wiki/Hail,_Caesar!"
27,2016,Q1,Misconduct,Lionsgate Premiere,"Shintaro Shimosawa (director); Adam Mason, Simon Boyes (screenplay); Josh Duhamel, Alice Eve, Malin Akerman, Byung-hun Lee, Julia Stiles, Glen Powell, Al Pacino, Anthony Hopkins",/wiki/Misconduct_(film)
28,2016,Q1,The Monkey King 2,Filmko Entertainment,"Cheang Pou-soi (director); Ran Ping (screenplay); Aaron Kwok, Gong Li, Feng Shaofeng, Kelly Chen",/wiki/The_Monkey_King_2
29,2016,Q1,Pride and Prejudice and Zombies,Screen Gems / Cross Creek Pictures,"Burr Steers (director/screenplay); Lily James, Sam Riley, Jack Huston, Bella Heathcote, Douglas Booth, Matt Smith, Charles Dance, Lena Headey",/wiki/Pride_and_Prejudice_and_Zombies_(film)
30,2016,Q1,Deadpool,20th Century Fox / Marvel Entertainment,"Tim Miller (director); Rhett Reese, Paul Wernick (screenplay); Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Leslie Uggams, Brianna Hildebrand, Stefan Kapicic",/wiki/Deadpool_(film)
31,2016,Q1,The Mermaid,China Film Group Corporation,"Stephen Chow (director/screenplay); Deng Chao, Lin Yun, Show Lo, Zhang Yuqi, Kris Wu",/wiki/The_Mermaid_(2016_film)
32,2016,Q1,Zootopia,Walt Disney Pictures / Walt Disney Animation Studios,"Byron Howard, Rich Moore (director); Jared Bush (screenplay); Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Tommy Chong, J. K. Simmons, Octavia Spencer, Alan Tudyk, Shakira",/wiki/Zootopia
33,2016,Q1,How to Be Single,Warner Bros. Pictures / New Line Cinema / Metro-Goldwyn-Mayer / RatPac Entertainment,"Christian Ditter (director); Marc Silverstein, Dana Fox, Abby Kohn (screenplay); Dakota Johnson, Alison Brie, Leslie Mann, Rebel Wilson, Carla Quevedo, Damon Wayans, Jr., Jake Lacy, Jason Mantzoukas, Nick Bateman, Anders Holm, Nicholas Braun",/wiki/How_to_Be_Single
34,2016,Q1,Midnight Special,Warner Bros. Pictures / RatPac Entertainment,"Jeff Nichols (director/screenplay); Michael Shannon, Kirsten Dunst, Adam Driver, Joel Edgerton, Sam Shepard",/wiki/Midnight_Special_(film)
35,2016,Q1,Zoolander 2,Paramount Pictures / Red Hour Films,"Ben Stiller (director); Justin Theroux (screenplay); Ben Stiller, Owen Wilson, Will Ferrell, Penélope Cruz, Kristen Wiig",/wiki/Zoolander_2
36,2016,Q1,Risen,Columbia Pictures,"Kevin Reynolds (director/screenplay); Paul Aiello (screenplay); Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis",/wiki/Risen_(2016_film)
37,2016,Q1,Triple 9,Open Road Films,"John Hillcoat (director); Matt Cook (screenplay); Kate Winslet, Woody Harrelson, Gal Gadot, Anthony Mackie, Teresa Palmer, Casey Affleck, Clifton Collins, Jr., Aaron Paul, Norman Reedus, Chiwetel Ejiofor",/wiki/Triple_9
38,2016,Q1,Race,Focus Features,"Stephen Hopkins (director); Joe Shrapnel, Anna Waterhouse (screenplay); Stephan James, Jason Sudeikis, Jeremy Irons, William Hurt, Carice van Houten, Amanda Crew",/wiki/Race_(2016_film)
39,2016,Q1,Miracles from Heaven,Columbia Pictures / Affirm Films / Roth Films / TDJ Enterprises / Franklin Entertainment,"Patricia Riggen (director); Randy Brown (screenplay); Jennifer Garner, Martin Henderson, Queen Latifah, Kylie Rogers",/wiki/Miracles_from_Heaven_(film)
40,2016,Q1,Grimsby,Columbia Pictures / Village Roadshow Pictures,"Louis Leterrier (director); Sacha Baron Cohen, Phil Johnston (screenplay); Sacha Baron Cohen, Mark Strong, Isla Fisher, Rebel Wilson, Annabelle Wallis, Ian McShane, Gabourey Sidibe, David Harewood, Derek Jeter, Penélope Cruz, Scott Adkins, Johnny Vegas, Ricky Tomlinson",/wiki/Grimsby_(film)
41,2016,Q1,Gods of Egypt,Summit Entertainment,"Alex Proyas (director/screenplay); Matt Sazama, Burk Sharpless (screenplay); Nikolaj Coster-Waldau, Gerard Butler, Brenton Thwaites, Chadwick Boseman, Élodie Yung, Courtney Eaton, Rufus Sewell, Geoffrey Rush",/wiki/Gods_of_Egypt_(film)
42,2016,Q1,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Netflix / The Weinstein Company,"Yuen Woo-ping (director); John Fusco (screenplay); Michelle Yeoh, Donnie Yen, Harry Shum Jr., Jason Scott Lee, Roger Yuan, Eugenia Yuan, Natasha Liu Bordizzo","/wiki/Crouching_Tiger,_Hidden_Dragon:_Sword_of_Destiny"
43,2016,Q1,Eddie the Eagle,20th Century Fox,"Dexter Fletcher (director); Sean Macaulay, Simon Kelton (screenplay); Taron Egerton, Christopher Walken, Hugh Jackman",/wiki/Eddie_the_Eagle_(film)
44,2016,Q1,Standoff,Goldrush Entertainment,"Adam Alleca (Director/Screenplay); Thomas Jane, Laurence Fishburne, Ella Ballentine",/wiki/Standoff_(film)
45,2016,Q1,The Boy and the Beast,Funimation,"Mamoru Hosoda (director); John Swasey, Eric Vale, Luci Christian, Bryn Apprill, Ian Sinclair, Alex Organ, Steve Powell, Sean Hennigan, Austin Tindle, Josh Grelle, Monica Rial, Chuck Huber, Jessica Cavanagh",/wiki/The_Boy_and_the_Beast
46,2016,Q1,Camino,XLrator Media,"Zoë Bell (director); Zoë Bell, Nacho Vigalondo, Sheila Vand, Francisco Barreiro, Kevin Pollak, Dominic Rains",/wiki/XLrator_Media
47,2016,Q1,Cemetery of Splendour,Strand Releasing,"Apichatpong Weerasethakul (director); Jenjira Pongpas Widner, Banlop Lomnoi, Jarinpattra Rueangram",/wiki/Cemetery_of_Splendour
48,2016,Q1,Knight of Cups,Broad Green Pictures,"Terrence Malick (director/screenplay); Christian Bale, Cate Blanchett, Natalie Portman",/wiki/Knight_of_Cups_(film)
49,2016,Q1,London Has Fallen,Focus Features / Gramercy Pictures,"Babak Najafi (director); Creighton Rothenberger, Katrin Benedikt, Chad St. John (screenplay); Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett, Alon Aboutboul, Charlotte Riley, Jackie Earle Haley, Melissa Leo, Robert Forster, Sean O'Bryan, Radha Mitchell, Waleed Zuaiter",/wiki/London_Has_Fallen
50,2016,Q1,The Other Side of the Door,20th Century Fox,"Johannes Roberts (director/screenplay); Ernest Riera (screenplay); Sarah Wayne Callies, Jeremy Sisto",/wiki/The_Other_Side_of_the_Door_(2016_film)
51,2016,Q1,Road Games,IFC Films,"Abner Pastoll (director/screenplay); Andrew Simpson, Joséphine de La Baume, Frédéric Pierrot, Barbara Crampton",/wiki/Road_Games_(film)
52,2016,Q1,They Will Have to Kill Us First,SXSW Film Festival,Johanna Schwartz (director),/wiki/South_by_Southwest
53,2016,Q1,The Wave,Magnolia Pictures,"Roar Uthaug (director); Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro, Edith Haagenrud-Sande, Fridtjov Såheim, Thomas Bo Larsen",/wiki/The_Wave_(2015_film)
54,2016,Q1,Whiskey Tango Foxtrot,Paramount Pictures,"Glenn Ficarra, John Requa (director); Robert Carlock (screenplay); Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina, Billy Bob Thornton",/wiki/Whiskey_Tango_Foxtrot_(film)
55,2016,Q1,10 Cloverfield Lane,Paramount Pictures / Bad Robot Productions,"Dan Trachtenberg (director); Matt Stuecken, Damien Chazelle (screenplay); Mary Elizabeth Winstead, John Goodman, John Gallagher, Jr., Bradley Cooper",/wiki/10_Cloverfield_Lane
56,2016,Q1,Everybody Wants Some!!,Paramount Pictures,"Richard Linklater (director/screenplay); Blake Jenner, Ryan Guzman, Tyler Hoechlin, Wyatt Russell, Zoey Deutch",/wiki/Everybody_Wants_Some!!_(film)
57,2016,Q1,The Perfect Match,Lionsgate / Codeblack Films / Jorva Productions,"Bille Woodruff (director); Brandon Broussard, Gary Hardwick (screenplay); Terrence J, Cassie Ventura, Donald Faison, Dascha Polanco, Robert Christopher Riley, Lauren London",/wiki/The_Perfect_Match_(2016_film)
58,2016,Q1,The Young Messiah,Focus Features,"Cyrus Nowrasteh (director/screenplay); Betsy Nowrasteh (screenplay); Adam Greaves-Neal, Sean Bean",/wiki/The_Young_Messiah
59,2016,Q1,My Big Fat Greek Wedding 2,Universal Pictures / Gold Circle Films / Playtone,"Kirk Jones (director); Nia Vardalos (screenplay); Nia Vardalos, John Corbett, Ian Gomez, Elena Kampouris",/wiki/My_Big_Fat_Greek_Wedding_2
60,2016,Q1,The Bronze,Sony Pictures Classics / Stage 6 Films / Duplass Brothers Productions,"Bryan Buckley (director); Melissa Rauch, Winston Rauch (screenplay); Melissa Rauch, Gary Cole, Thomas Middleditch, Sebastian Stan, Cecily Strong, Haley Lu Richardson, Dale Raoul",/wiki/The_Bronze_(film)
61,2016,Q1,The Divergent Series: Allegiant,Summit Entertainment / Red Wagon Entertainment,"Robert Schwentke (director); Noah Oppenheim (screenplay); Shailene Woodley, Theo James, Jeff Daniels, Ansel Elgort, Miles Teller, Zoe Kravitz, Maggie Q, Ray Stevenson, Bill Skarsgård, Octavia Spencer, Naomi Watts",/wiki/The_Divergent_Series:_Allegiant
62,2016,Q1,Batman v Superman: Dawn of Justice,Warner Bros. Pictures / RatPac Entertainment / DC Entertainment / Atlas Entertainment / Cruel and Unusual Films,"Zack Snyder (director); Chris Terrio, David S. Goyer (screenplay); Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg, Diane Lane, Laurence Fishburne, Jeremy Irons, Holly Hunter, Gal Gadot, Scoot McNairy, Tao Okamoto, Callan Mulvey",/wiki/Batman_v_Superman:_Dawn_of_Justice
63,2016,Q1,They're Watching,Amplify,"Jay Lender, Micah Wright (director/screenplay); Brigid Brannagh, David Alpay, Kris Lemche, Dimitri Diatchenko, Carrie Genzel",/wiki/They%27re_Watching
64,2016,Q1,The Huntsman: Winter's War,Universal Pictures / Perfect World Pictures / Roth Films,"Cedric Nicolas-Troyan (director); Frank Darabont, Evan Spiliotopoulos (screenplay); Chris Hemsworth, Charlize Theron, Emily Blunt, Jessica Chastain, Sam Claflin, Nick Frost, Rob Brydon",/wiki/The_Huntsman:_Winter%27s_War
0,2016,Q2,God's Not Dead 2,Pure Flix Entertainment,"Harold Cronk (director); Cary Solomon, Chuck Konzelman (screenplay); Melissa Joan Hart, David A. R. White, Ray Wise, Robin Givens, Ernie Hudson, Eamonn McCrystal, Jesse Metcalfe",/wiki/God%27s_Not_Dead_2
1,2016,Q2,Meet the Blacks,Freestyle Releasing,"Deon Taylor (director/screenplay); Mike Epps, Gary Owen, Zulay Henao, George Lopez, Bresha Webb",/wiki/Meet_the_Blacks
2,2016,Q2,The Jungle Book,Walt Disney Pictures,"Jon Favreau (director); Justin Marks (screenplay); Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito, Christopher Walken",/wiki/The_Jungle_Book_(2016_film)
3,2016,Q2,Countdown,WWE Studios,"John Stockwell (director); Michael Finch, Richard Wenk (screenplay); Dolph Ziggler, Kane, Katharine Isabelle",/wiki/Countdown_(2016_film)
4,2016,Q2,The Boss,Universal Pictures / Gary Sanchez Productions / On the Day Productions,"Ben Falcone (director/screenplay); Steve Mallory, Melissa McCarthy (screenplay); Melissa McCarthy, Kristen Bell, Peter Dinklage, Tyler Labine, Kristen Schaal, Margo Martindale, Kathy Bates",/wiki/The_Boss_(2016_film)
5,2016,Q2,Demolition,Fox Searchlight Pictures,"Jean-Marc Vallée (director); Bryan Sipe (screenplay); Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",/wiki/Demolition_(2015_film)
6,2016,Q2,Hardcore Henry,STX Entertainment / Huayi Brothers,"Ilya Naishuller (director/screenplay); Sharlto Copley, Danila Kozlovsky, Haley Bennett, Andrei Dementiev, Darya Charusha, Svetlana Ustinova",/wiki/Hardcore_Henry
7,2016,Q2,Hush,Blumhouse Productions,"Mike Flanagan (director/screenplay), Kate Siegel (screenplay); Kate Siegel, John Gallagher Jr., Michael Trucco, Samantha Sloyan",/wiki/Hush_(2016_film)
8,2016,Q2,Captain America: Civil War,Marvel Studios,"Anthony Russo, Joe Russo (directors); Christopher Markus and Stephen McFeely (screenwriters); Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Frank Grillo, William Hurt, Daniel Brühl",/wiki/Captain_America:_Civil_War
9,2016,Q2,Mother's Day,Open Road Films,"Garry Marshall (director); Anya Kochoff-Romano, Lily Hollander, Matt Walker, Tom Hines (screenplay); Jennifer Aniston, Julia Roberts, Kate Hudson, Timothy Olyphant, Jason Sudeikis, Jon Lovitz, Margo Martindale, Sarah Chalke, Britt Robertson, Jack Whitehall, Ella Anderson, Shay Mitchell, Loni Love",/wiki/Mother%27s_Day_(2016_film)
10,2016,Q2,Barbershop: The Next Cut,Warner Bros. Pictures / New Line Cinema / Metro-Goldwyn-Mayer,"Malcolm D. Lee (director); Kenya Barris, Tracy Oliver (screenplay); Ice Cube, Cedric the Entertainer, Nicki Minaj, Regina Hall, Eve, Common",/wiki/Barbershop:_The_Next_Cut
11,2016,Q2,Criminal,Summit Entertainment / Millennium Films,"Ariel Vromen (director); Douglas Cook, David Weisberg (screenplay); Kevin Costner, Gary Oldman, Tommy Lee Jones, Alice Eve, Gal Gadot, Ryan Reynolds",/wiki/Criminal_(2016_film)
12,2016,Q2,Green Room,A24 / Broad Green Pictures,"Jeremy Saulnier (director/screenplay); Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Callum Turner",/wiki/Green_Room_(film)
13,2016,Q2,Compadres,Pantelion Films / Lionsgate,"Enrique Begne (director); Omar Chaparro, Joey Morgan",/wiki/Compadres_(film)
14,2016,Q2,Elvis & Nixon,Bleecker Street,"Liza Johnson (director); Joey Sagal, Hanala Sagal, Cary Elwes (screenplay); Michael Shannon, Kevin Spacey, Evan Peters, Alex Pettyfer, Colin Hanks, Johnny Knoxville",/wiki/Elvis_%26_Nixon
15,2016,Q2,Florence Foster Jenkins,Paramount Pictures / Pathé / BBC Films,"Stephen Frears (director); Meryl Streep, Hugh Grant, Simon Helberg, Nina Arianda, Rebecca Ferguson",/wiki/Florence_Foster_Jenkins_(film)
16,2016,Q2,Keanu,Warner Bros. Pictures / New Line Cinema / RatPac Entertainment,"Peter Atencio (director); Jordan Peele, Alex Rubens (screenplay); Keegan-Michael Key, Jordan Peele, Method Man, Gabrielle Union, Will Forte",/wiki/Keanu_(film)
17,2016,Q2,Ratchet & Clank,Focus Features / Gramercy Pictures / Rainmaker Entertainment / Blockade Entertainment,"Jerrica Cleland, Kevin Munroe (directors); T.J. Fixman (screenplay); Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson, James Arnold Taylor, David Kaye, Sylvester Stallone",/wiki/Ratchet_%26_Clank_(film)
18,2016,Q2,Sniper: Special Ops,Steamroller Productions,"Fred Olen Ray (director/screenplay); Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia, Daniel Booko",/wiki/Sniper:_Special_Ops
19,2016,Q2,The Angry Birds Movie,Columbia Pictures / Rovio Entertainment,"Clay Kaytis, Fergal Reilly (directors); Jon Vitti (screenplay); Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader, Peter Dinklage, Kate McKinnon, Sean Penn, Tony Hale, Ike Barinholtz, Keegan-Michael Key",/wiki/The_Angry_Birds_Movie
20,2016,Q2,X-Men: Apocalypse,20th Century Fox / TSG Entertainment / Bad Hat Harry Productions / Marvel Entertainment / The Donners' Company,"Bryan Singer (director); Simon Kinberg (screenplay); James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne, Tye Sheridan, Sophie Turner, Olivia Munn, Lucas Till, Evan Peters, Kodi Smit-McPhee, Alexandra Shipp, Ben Hardy, Lana Condor, Josh Helman",/wiki/X-Men:_Apocalypse
